trustLevel,totalScanTimeInSeconds,grandTotal,lineItemVoids,scansWithoutRegistration,quantityModifications,scannedLineItemsPerSecond,valuePerSecond,lineItemVoidsPerPosition,fraud
5,224,28.55,5,7,4,0.075892857142857,0.127455357142857,0.294117647058824,0
3,774,41.22,4,1,5,0.012919896640827,0.053255813953488,0.4,0
4,930,40.27,8,5,3,0.002150537634409,0.043301075268817,4,0
4,1501,51.16,7,4,5,0.011325782811459,0.034083944037309,0.411764705882353,0
2,1689,13.7,8,1,1,0.017761989342806,0.008111308466548,0.266666666666667,1
4,1178,74.02,11,6,3,0.01358234295416,0.062835314091681,0.6875,0
2,837,8.07,2,6,1,0.03584229390681,0.009641577060932,0.066666666666667,0
1,36,35.02,8,10,1,0.25,0.972777777777778,0.888888888888889,0
5,1455,90.53,10,1,4,0.019931271477663,0.062219931271478,0.344827586206897,0
1,1133,24.49,3,3,1,0.011473962930274,0.021615180935569,0.230769230769231,0
3,1421,2.42,7,8,0,0.019704433497537,0.001703026038001,0.25,0
2,77,66.01,5,3,5,0.363636363636364,0.857272727272727,0.178571428571429,0
6,1701,8.09,9,8,4,0.014109347442681,0.004756025867137,0.375,0
4,30,52.22,9,6,2,0.9,1.74066666666667,0.333333333333333,0
6,680,92.4,7,10,3,0.026470588235294,0.135882352941176,0.388888888888889,0
3,1536,33.57,11,2,2,0.015625,0.02185546875,0.458333333333333,0
2,303,46.79,3,2,3,0.023102310231023,0.154422442244224,0.428571428571429,0
3,3,64.94,3,4,3,4.66666666666667,21.6466666666667,0.214285714285714,0
3,1736,4.66,0,8,5,0.001728110599078,0.002684331797235,0,0
1,756,15.41,10,4,2,0.015873015873016,0.020383597883598,0.833333333333333,0
1,1465,58.95,10,0,2,0.017064846416382,0.040238907849829,0.4,1
1,358,34.74,7,6,4,0.005586592178771,0.097039106145251,3.5,0
5,1555,33.38,8,2,2,0.001286173633441,0.021466237942122,4,0
2,1539,11.13,9,1,5,0.00454840805718,0.007231968810916,1.28571428571429,0
1,724,14.52,9,5,5,0.006906077348066,0.020055248618785,1.8,0
5,1248,16.29,10,6,5,0.021634615384615,0.013052884615385,0.37037037037037,0
2,1259,20.78,3,5,4,0.007148530579825,0.016505162827641,0.333333333333333,0
5,1238,45.82,6,0,4,0.005654281098546,0.037011308562197,0.857142857142857,0
4,44,66.72,10,4,5,0.090909090909091,1.51636363636364,2.5,0
3,1171,25.56,11,1,3,0.020495303159693,0.021827497865073,0.458333333333333,0
2,1211,88.88,8,1,5,0.003303055326177,0.073393889347647,2,0
3,703,8.2,8,7,0,0.005689900426743,0.011664295874822,2,0
6,680,51.89,8,5,2,0.033823529411765,0.076308823529412,0.347826086956522,0
4,981,36.26,6,4,2,0.014271151885831,0.036962283384302,0.428571428571429,0
1,801,73.63,6,1,4,0.034956304619226,0.091922596754057,0.214285714285714,1
2,1397,8.48,1,5,3,0.017179670722978,0.006070150322119,0.041666666666667,0
6,656,95.58,5,6,3,0.001524390243902,0.145701219512195,5,0
3,1636,8.6,6,3,1,0.007334963325183,0.005256723716381,0.5,0
5,1764,79.93,8,0,3,0.005668934240363,0.04531179138322,0.8,0
1,1400,59.43,3,6,2,0.016428571428571,0.04245,0.130434782608696,1
4,1830,23.73,6,4,0,0.015300546448087,0.012967213114754,0.214285714285714,0
6,451,54.85,1,5,1,0.048780487804878,0.121618625277162,0.045454545454546,0
2,431,12.24,10,5,0,0.053364269141531,0.028399071925754,0.434782608695652,0
6,370,56.26,11,10,0,0.072972972972973,0.152054054054054,0.407407407407407,0
4,212,88.01,3,6,5,0.014150943396226,0.415141509433962,1,0
1,1134,14.51,7,2,4,0.002645502645503,0.012795414462081,2.33333333333333,0
4,1005,78.16,1,0,3,0.007960199004975,0.077771144278607,0.125,0
2,1827,68.94,6,5,1,0.008210180623974,0.037733990147783,0.4,0
6,660,90.53,10,1,1,0.003030303030303,0.137166666666667,5,0
2,206,71.3,4,0,4,0.106796116504854,0.346116504854369,0.181818181818182,0
5,794,29.91,5,3,2,0.013853904282116,0.037670025188917,0.454545454545455,0
4,452,44.59,7,9,3,0.050884955752212,0.098650442477876,0.304347826086957,0
2,195,2.1,1,3,1,0.112820512820513,0.010769230769231,0.045454545454546,0
3,1434,69.97,8,1,4,0.010460251046025,0.048793584379358,0.533333333333333,0
3,338,88.93,1,3,5,0.07396449704142,0.26310650887574,0.04,0
2,767,50.95,7,2,0,0.022164276401565,0.066427640156454,0.411764705882353,0
1,321,76.03,8,7,2,0.071651090342679,0.236853582554517,0.347826086956522,0
1,397,41.89,5,5,0,0.065491183879093,0.10551637279597,0.192307692307692,1
4,316,41.83,5,8,1,0.09493670886076,0.132373417721519,0.166666666666667,0
2,685,62.68,1,6,2,0.035036496350365,0.091503649635037,0.041666666666667,0
4,1140,38.03,2,2,3,0.016666666666667,0.033359649122807,0.105263157894737,0
